tranche_superficie;"Tranche de superficie en hectares (strates utilisées pour le calcul des coefficients de pondération)";"01 - < 0.15";"02 - [ 0.15 ; 0.3 [";"03 - [ 0.3 ; 0.5 [";"04 - [ 0.5 ;  1 [";"05 - [ 1 ;  2 [";"06 - [ 2 ;  3 [";"07 - [ 3 ;  5 [";"08 - [ 5 ;  10 [";"09 - >=10";"12 - Regroupement des tranches 1 et 2";"13 - Regroupement des tranches 1, 2 et 3";"14 - Regroupement des tranches 1, 2, 3 et 4";"15 - Regroupement des tranches 1, 2, 3, 4 et 5";"16 - Regroupement des tranches 1, 2, 3, 4, 5 et 6";"18 - Regroupement des tranches 1, 2, 3, 4, 5, 6, 7 et 8";"19 - Regroupement des tranches 1, 2, 3, 4, 5, 6, 7, 8 et 9";"23 - Regroupement des tranches 2 et 3";"25 - Regroupement des tranches 2, 3, 4 et 5";"34 - Regroupement des tranches 3 et 4";"35 - Regroupement des tranches 3, 4 et 5";"36 - Regroupement des tranches 3, 4, 5 et 6";"39 - Regroupement des tranches 3, 4, 5, 6, 7, 8 et 9";"45 - Regroupement des tranches 4 et 5";"46 - Regroupement des tranches 4, 5 et 6";"47 - Regroupement des tranches 4, 5, 6 et 7";"49 - Regroupement des tranches 4, 5, 6, 7, 8 et 9";"56 - Regroupement des tranches 5 et 6";"57 - Regroupement des tranches 5, 6 et 7";"59 - Regroupement des tranches 5, 6, 7, 8 et 9";"67 - Regroupement des tranches 6 et 7";"69 - Regroupement des tranches 6, 7, 8 et 9";"78 - Regroupement des tranches 7 et 8";"79 - Regroupement des tranches 7, 8 et 9";"89 - Regroupement des tranches 8 et 9"
COEF1;"Coefficient de pondération au niveau de la parcelle";
COEF2;"Coefficient de pondération au niveau de la parcelle = COEF1*SUPP";
COUPEP;"Exploitation de la prairie : numéro de passage";
DATE;"Exploitation de la prairie : date de passage";
MODE;"Mode d’exploitation de la prairie";"1 - Foin";"2 - Ensilage";"3 - Pâture";"4 - Affouragement en vert";"5 - Enrubannage"
PATURE;"Exploitation de la prairie : durée de présence des animaux (jours)";
FAUCHE;"Exploitation de la prairie : Rendement en tonne/ha";
PRUNIT;"Exploitation de la prairie : Unité";"1 - Foin";"2 - Matière sèche ensilée"
RATION;"Exploitation de la prairie : part de fourrage complémentaire nécessaire aux besoins du troupeau pâturant";
POURPC;"Exploitation de la prairie : part de la parcelle concernée";
UGBHA;"Exploitation de la prairie : Unité Gros Bétail par hectare";



fummin_pkgc2011_prairies
"Table des données sur la fumure minérale"

"Nom de la variable";Libellé;Modalités
Identifiant_fummin;"Numéro unique pour la table FUMMIN";
Identifiantdossier;"Numéro d'identifiant";
ESPECE;"Culture enquêtée";"12 - Prairie temporaire";"13 - Prairie permanente"
ESPECEINI;"Culture enquêtée, code initial (maïs et prairie ont pu changer de code, soit modification entre 08 et 09 ou entre 12 et 13)";"12 - Prairie temporaire";"13 - Prairie permanente"
PACAGEILOT;"Numéro de PACAGE + Numéro de l'Ilot";
PACAGE;"Numéro de PACAGE de l'exploitation";
SIRET;"Numéro SIRET de l’exploitation";
REG;"Région du siège de l'exploitation";"Code région - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEP;"Département de localisation de la parcelle";"Code département - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEPCOMP;"Code commune de l'exploitant";"Code commune - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEPEXPLOI;"Département de la commune de l'exploitation";"Code département - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
BIO;"Appartenance à la strate « bio »";"1 - Bio";"0 - Ni l'un ni l'autre";"2 - MAE"
ZONE;"Appartenance à la strate «zone vulnérable»";"1 - Zone vulnérable";"0 - Hors zone vulnérable"
SUPP;"Superficie de la parcelle";
tranche_superficie;"Tranche de superficie en hectares (strates utilisées pour le calcul des coefficients de pondération)";"01 - < 0.15";"02 - [ 0.15 ; 0.3 [";"03 - [ 0.3 ; 0.5 [";"04 - [ 0.5 ;  1 [";"05 - [ 1 ;  2 [";"06 - [ 2 ;  3 [";"07 - [ 3 ;  5 [";"08 - [ 5 ;  10 [";"09 - >=10";"12 - Regroupement des tranches 1 et 2";"13 - Regroupement des tranches 1, 2 et 3";"14 - Regroupement des tranches 1, 2, 3 et 4";"15 - Regroupement des tranches 1, 2, 3, 4 et 5";"16 - Regroupement des tranches 1, 2, 3, 4, 5 et 6";"18 - Regroupement des tranches 1, 2, 3, 4, 5, 6, 7 et 8";"19 - Regroupement des tranches 1, 2, 3, 4, 5, 6, 7, 8 et 9";"23 - Regroupement des tranches 2 et 3";"25 - Regroupement des tranches 2, 3, 4 et 5";"34 - Regroupement des tranches 3 et 4";"35 - Regroupement des tranches 3, 4 et 5";"36 - Regroupement des tranches 3, 4, 5 et 6";"39 - Regroupement des tranches 3, 4, 5, 6, 7, 8 et 9";"45 - Regroupement des tranches 4 et 5";"46 - Regroupement des tranches 4, 5 et 6";"47 - Regroupement des tranches 4, 5, 6 et 7";"49 - Regroupement des tranches 4, 5, 6, 7, 8 et 9";"56 - Regroupement des tranches 5 et 6";"57 - Regroupement des tranches 5, 6 et 7";"59 - Regroupement des tranches 5, 6, 7, 8 et 9";"67 - Regroupement des tranches 6 et 7";"69 - Regroupement des tranches 6, 7, 8 et 9";"78 - Regroupement des tranches 7 et 8";"79 - Regroupement des tranches 7, 8 et 9";"89 - Regroupement des tranches 8 et 9"
COEF1;"Coefficient de pondération au niveau de la parcelle";
COEF2;"Coefficient de pondération au niveau de la parcelle = COEF1*SUPP";
CODEFUM;"Fumure minérale : numéro d'ordre de l'apport, dans l'ordre chronologique";
FUMPAS;"Fumure minérale : numéro de passage de l'apport";
FUMDAT;"Fumure minérale : date de l’apport";
FUMNAT;"Fumure minérale : type de fertilisant";"1 - (N) solution azotée";"2 - (N + S) solution azotée soufrée";"3 - (N) ammonitrate";"4 - (N + S) ammonitrate enrichi en soufre";"5 - (N) urée";"6 - (N) ammoniac";"7 - (N) nitrate de soude";"8 - (N) nitrate de chaux";"9 - (N + S) sulfate d’ammoniaque";"10 - (N + S) sulfate d’ammoniaque et urée";"11 - (N + S) sulfonitrate";"12 - (N) autre engrais azoté";"13 - (P) phosphate naturel";"14 - (P) scories thomas";"15 - (P) superphosphate";"16 - (P + S) phosphore et soufre";"17 - (K) chlorure de potassium";"18 - (K + S) sulfate de potassium";"19 - (K) autre potassique";"20 - (NP) phosphate d’ammoniaque (MAP, DAP)";"21 - (NP) autre azote et phosphore";"22 - (NP + S) autre engrais azote, phosphore et soufre";"23 - (NK) azote et potassium";"24 - (NK + S) azote, potassium et soufre";"25 - (PK) (super) phosphopotassique";"26 - (PK) superpotassique";"27 - (PK + S) potassium, phosphore et soufre";"28 - (NPK) azote, phosphore et potassium";"29 - (NPK + S) azote, phosphore, potassium et soufre";"30 - (S) soufre";"31 - (NP, NK, NPK) engrais organo-minéral normé/homologué";"32 - (NP, NK, NPK + S) engrais organo-minéral normé/homologué avec soufre";"33 - (NP, NK, NPK) engrais organique normé/homologué";"34 - (NP, NK, NPK + S) engrais organique normé/homologué avec soufre"
FUMSTA;"Fumure minérale : stade cultural";"9 - Sans objet"
FUMSTA1;"Fumure minérale : stade cultural simplifié";"9 - Sans objet"
FUMAPPO;"Fumure minérale : mode d'apport";"1 - En plein";"2 - Localisé enfoui";"3 - Localisé non enfoui";"4 - En fertirragation";"9 - Sans objet"
FUMDEL;"Fumure minérale, si enfouissement : délai entre l’apport et l’enfouissement de l’apport";"1 - Moins de 4 heures";"2 - De 4 à moins de 12 heures";"3 - De 12 à moins de 24 heures";"4 - 24 heures et plus";"9 - Sans objet"
FUMCN;"Fumure minérale : Concentration en azote (en %)";
FUMCP;"Fumure minérale : Concentration en phosphore (en %)";
FUMCK;"Fumure minérale : Concentration en potassium (en %)";
FUMCS;"Fumure minérale : Concentration en soufre (en %)";
FUMUNI;"Fumure minérale : Unité";"1 - KG";"2 - Litre"
FUMDOS;"Fumure minérale : Quantité d’engrais à l’ha (en kg ou en litre)";
FUMQN;"Fumure minérale : Quantité d'azote apportée par ha (en kg)";
FUMQP;"Fumure minérale : Quantité de phosphore apportée par ha (en kg)";
FUMQK;"Fumure minérale : Quantité de potassium apportée par ha (en kg)";
FUMQS;"Fumure minérale : Quantité de soufre apportée par ha (en kg)";
filter__;"Filtre sur les prairies";



fumorg_pkgc2011_prairies
"Table des données sur la fumure organique"

"Nom de la variable";Libellé;Modalités
Identifiant_FUMORG;"Numéro unique pour la table FUMORG";
Identifiantdossier;"Numéro d'identifiant";
CODEFUMO;"Fumure organique : numéro d'ordre de l'apport, classé dans l'ordre chronologique";
ESPECE;"Culture enquêtée";"12 - Prairie temporaire";"13 - Prairie permanente"
ESPECEINI;"Culture enquêtée, code initial (maïs et prairie ont pu changer de code, soit modification entre 08 et 09 ou entre 12 et 13)";"12 - Prairie temporaire";"13 - Prairie permanente"
PACAGEILOT;"Numéro de PACAGE + Numéro de l'ilot";
PACAGE;"Numéro de PACAGE de l'exploitation";
SIRET;"Numéro SIRET de l’exploitation";
REG;"Région du siège de l'exploitation";"Code région - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEP;"Département de localisation de la parcelle";"Code département - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEPCOMP;"Code commune de l'exploitant";"Code commune - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEPEXPLOI;"Département de la commune de l'exploitation";"Code département - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
BIO;"Appartenance à la strate « bio »";"1 - Oui";"0 - Non"
ZONE;"Appartenance à la strate «zone vulnérable»";"1 - Oui";"0 - Non"
SUPP;"Superficie de la parcelle";
tranche_superficie;"Tranche de superficie (strates utilisées pour le calcul des coefficients de pondération)";"01 - < 0.15";"02 - [ 0.15 ; 0.3 [";"03 - [ 0.3 ; 0.5 [";"04 - [ 0.5 ;  1 [";"05 - [ 1 ;  2 [";"06 - [ 2 ;  3 [";"07 - [ 3 ;  5 [";"08 - [ 5 ;  10 [";"09 - >=10";"12 - Regroupement des tranches 1 et 2";"13 - Regroupement des tranches 1, 2 et 3";"14 - Regroupement des tranches 1, 2, 3 et 4";"15 - Regroupement des tranches 1, 2, 3, 4 et 5";"16 - Regroupement des tranches 1, 2, 3, 4, 5 et 6";"18 - Regroupement des tranches 1, 2, 3, 4, 5, 6, 7 et 8";"19 - Regroupement des tranches 1, 2, 3, 4, 5, 6, 7, 8 et 9";"23 - Regroupement des tranches 2 et 3";"25 - Regroupement des tranches 2, 3, 4 et 5";"34 - Regroupement des tranches 3 et 4";"35 - Regroupement des tranches 3, 4 et 5";"36 - Regroupement des tranches 3, 4, 5 et 6";"39 - Regroupement des tranches 3, 4, 5, 6, 7, 8 et 9";"45 - Regroupement des tranches 4 et 5";"46 - Regroupement des tranches 4, 5 et 6";"47 - Regroupement des tranches 4, 5, 6 et 7";"49 - Regroupement des tranches 4, 5, 6, 7, 8 et 9";"56 - Regroupement des tranches 5 et 6";"57 - Regroupement des tranches 5, 6 et 7";"59 - Regroupement des tranches 5, 6, 7, 8 et 9";"67 - Regroupement des tranches 6 et 7";"69 - Regroupement des tranches 6, 7, 8 et 9";"78 - Regroupement des tranches 7 et 8";"79 - Regroupement des tranches 7, 8 et 9";"89 - Regroupement des tranches 8 et 9"
COEF1;"Coefficient de pondération au niveau de la parcelle";
COEF2;"Coefficient de pondération au niveau de la parcelle = COEF1*SUPP";
FUMODAT;"Fumure organique : date de l'apport";
FUMONAT;"Fumure organique : code de la fumure";"01 - Fumier bovins";"02 - Fumier canards";"03 - Fumier ovins";"04 - Fumier de porcs";"05 - Fumier volailles de chair";"06 - Fientes sèches poules pondeuses";"07 - Fientes pâteuses poules pondeuses";"08 - Lisier bovins";"09 - Lisier lapins";"10 - Lisier ovins";"11 - Lisier porcs";"12 - Lisier poules pondeuses";"13 - Lisier veaux";"14 - Compost d’origine animale";"15 - Compost d’origine végétale";"16 - Compost d’ordures ménagères";"17 - Boues de station d’épuration urbaine";"18 - Eaux de sucrerie";"19 - Vinasse";"20 - Autres boues d’industries agro-alimentaires";"21 - Autres boues industrielles";"22 - Écume";"23 - Autres effluents"
FUMODOS;"Fumure organique : Quantité brute de fumure organique à l’ha (en t/ha ou en m3/ha)";
FUMOUNI;"Fumure organique : Unité";"1 - T/HA";"2 - M3/HA"
FUMOPROV;"Fumure organique : Provenance de la fumure";"1 - Exploitation";"2 - Extérieur";"3 - Mixte"
FUMOTYP;"Fumure organique : type de matériel d’épandage";"1 - Buse";"2 - Rampe";"3 - Rampe pendillard";"4 - Enfouisseur";"5 - Epandeur hérissons horizontaux";"6 - Epandeur hérissons verticaux";"7 - Epandeur avec table d'épandage";"8 - Autres"
FUMODEL;"Fumure organique : si enfouissement, délai entre l’apport et l’enfouissement de l’apport";"1 - Moins de 4 heures";"2 - De 4 à moins de 12 heures";"3 - De 12 à moins de 24 heures";"4 - 24 heures et plus";"9 - Sans objet"
QNORGTHEO;"Fumure organique : quantité d’azote théorique par apport en kg/ha";
QNORG;"Fumure organique, fumiers, lisiers, compost : teneur en azote en kg par tonnes ou kg par m3";
QPORG;"Fumure organique, fumiers, lisiers, compost : teneur en phosphore en kg par tonnes ou kg par m3";
QKORG;"Fumure organique, fumiers, lisiers, compost : teneur en potassium en kg par tonnes ou kg par m3";
QNORGCALC;"Fumure organique : quantité d'azote organique calculée en kg/ha pour fumiers, lisiers, compost";
QNORGBOUE;"Fumure organique : quantité d'azote organique calculée en kg/ha pour les boues";
FUMQNORG;"Fumure organique : quantité d’azote par apport en kg/ha";
FUMQPORG;"Fumure organique : quantité de phosphore par apport en kg/ha";
FUMQKORG;"Fumure organique : quantité de potasse par apport en kg/ha";



mecanic_pkgc2011_prairies
"Table des données sur les interventions mécaniques"

"Nom de la variable";Libellé;Modalités
Identifiant_MECANIC;"Numéro unique pour la table MECANIC";
Identifiantdossier;"Numéro d'identifiant";
ESPECE;"Culture enquêtée";"12 - Prairie temporaire";"13 - Prairie permanente"
ESPECEINI;"Culture enquêtée, code initial (maïs et prairie ont pu changer de code, soit modification entre 08 et 09 ou entre 12 et 13)";"12 - Prairie temporaire";"13 - Prairie permanente"
PACAGEILOT;"Numéro de PACAGE  + Numéro de l'ilot";
PACAGE;"Numéro de PACAGE de l'exploitation";
SIRET;"Numéro SIRET de l’exploitation";
REG;"Région du siège de l'exploitation";"Code région - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEP;"Département de localisation de la parcelle";"Code département - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEPCOMP;"Code commune de l'exploitant";"Code commune - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEPEXPLOI;"Département de la commune de l'exploitation";"Code département - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
BIO;"Appartenance à la strate « bio »";"1 - Bio";"2 - MAE";"0 - Ni l'un ni l'autre"
ZONE;"Appartenance à la strate «zone vulnérable»";"1 - Zone vulnérable";"0 - Hors zone vulnérable"
SUPP;"Superficie de la parcelle";
tranche_superficie;"Tranche de superficie en hectares (strates utilisées pour le calcul des coefficients de pondération)";"01 - < 0.15";"02 - [ 0.15 ; 0.3 [";"03 - [ 0.3 ; 0.5 [";"04 - [ 0.5 ;  1 [";"05 - [ 1 ;  2 [";"06 - [ 2 ;  3 [";"07 - [ 3 ;  5 [";"08 - [ 5 ;  10 [";"09 - >=10";"12 - Regroupement des tranches 1 et 2";"13 - Regroupement des tranches 1, 2 et 3";"14 - Regroupement des tranches 1, 2, 3 et 4";"15 - Regroupement des tranches 1, 2, 3, 4 et 5";"16 - Regroupement des tranches 1, 2, 3, 4, 5 et 6";"18 - Regroupement des tranches 1, 2, 3, 4, 5, 6, 7 et 8";"19 - Regroupement des tranches 1, 2, 3, 4, 5, 6, 7, 8 et 9";"23 - Regroupement des tranches 2 et 3";"25 - Regroupement des tranches 2, 3, 4 et 5";"34 - Regroupement des tranches 3 et 4";"35 - Regroupement des tranches 3, 4 et 5";"36 - Regroupement des tranches 3, 4, 5 et 6";"39 - Regroupement des tranches 3, 4, 5, 6, 7, 8 et 9";"45 - Regroupement des tranches 4 et 5";"46 - Regroupement des tranches 4, 5 et 6";"47 - Regroupement des tranches 4, 5, 6 et 7";"49 - Regroupement des tranches 4, 5, 6, 7, 8 et 9";"56 - Regroupement des tranches 5 et 6";"57 - Regroupement des tranches 5, 6 et 7";"59 - Regroupement des tranches 5, 6, 7, 8 et 9";"67 - Regroupement des tranches 6 et 7";"69 - Regroupement des tranches 6, 7, 8 et 9";"78 - Regroupement des tranches 7 et 8";"79 - Regroupement des tranches 7, 8 et 9";"89 - Regroupement des tranches 8 et 9"
COEF1;"Coefficient de pondération au niveau de la parcelle";
COEF2;"Coefficient de pondération au niveau de la parcelle = COEF1*SUPP";
CODMECA;"Numéro d'ordre de l'intervention mécanique réalisée de la récolte du précédent exclue à la récolte de la culture enquêtée incluse, dans l'ordre chronologique";
MECAPAS;"Numéro de passage de l'intervention mécanique réalisée de la récolte du précédent exclue à la récolte de la culture enquêtée incluse";
DMECA;"Date de l’intervention mécanique réalisée de la récolte du précédent exclue à la récolte de la culture enquêtée incluse";
MECALIB;"Libellé de l'intervention mécanique";
TYPMECA;"Code Intervention mécanique réalisée de la récolte du précédent exclue à la récolte de la culture enquêtée incluse";"110 - Travail superficiel du sol < 8 cm - Déchaumeur";"120 - Travail superficiel du sol < 8 cm - Vibroculteur";"131 - Travail superficiel du sol < 8 cm - Herse";"132 - Travail superficiel du sol < 8 cm - Herse animée";"133 - Travail superficiel du sol < 8 cm - Herse étrille";"140 - Travail superficiel du sol < 8 cm - Striptill";"150 - Travail superficiel du sol < 8 cm - Bineuse - Sarcleuse";"160 - Travail superficiel du sol < 8 cm - Ecrouteuse - Houe rotative ou picoteuse";"170 - Travail superficiel du sol < 8 cm - Desherbineuse";"180 - Travail superficiel du sol < 8 cm - Outil combiné désherbage mécanique et chimique";"190 - Travail superficiel du sol < 8 cm - Autres";"210 - Travail superficiel du sol entre 8 et 15 cm - Déchaumeur";"220 - Travail superficiel du sol entre 8 et 15 cm - Déchaumeur animé";"230 - Travail superficiel du sol entre 8 et 15 cm - Pulvériseur";"240 - Travail superficiel du sol entre 8 et 15 cm - Striptill";"250 - Travail superficiel du sol entre 8 et 15 cm - Cultivateur animé ou herse animée";"260 - Travail superficiel du sol entre 8 et 15 cm - Autres";"310 - Travail profond du sol sans retournement (>15 cm) - Sous-soleuse";"320 - Travail profond du sol sans retournement (>15 cm) - Décompacteur";"330 - Travail profond du sol sans retournement (>15 cm) - Cultivateur lourd ou chisel";"340 - Travail profond du sol sans retournement (>15 cm) - Cultivateur léger";"350 - Travail profond du sol sans retournement (>15 cm) - Pulvériseur";"360 - Travail profond du sol sans retournement (>15 cm) - Rotobêche";"370 - Travail profond du sol sans retournement (>15 cm) - Autres";"410 - Labour - Charrue versoir";"420 - Labour - Charrue à disque";"430 - Labour - Autres";"510 - Roulage - Rouleau lisse";"520 - Roulage - Rouleau non lisse";"530 - Roulage - Autres";"611 - Semis/plantation culture principale - Semoir à semis direct";"612 - Semis/plantation culture principale - Semoirs/outils de plantation non combinés";"613 - Semis/plantation culture principale - Combiné préparation du sol-semis";"614 - Semis/plantation culture principale - Combiné fertilisation-semis";"615 - Semis/plantation culture principale - Combiné phytosanitaire-semis";"616 - (DOM) plantation mécanique des boutures de canne";"621 - Semis couvert (intermédiaire ou dérobée) - Semoir à semis direct";"622 - Semis couvert (intermédiaire ou dérobée) - Autres semoirs non combiné";"623 - Semis couvert (intermédiaire ou dérobée) - Combiné préparation du sol-semis";"711 - Buttage";"712 - Défanage";"721 - (DOM) arrachage mécanique des anciennes souches de canne";"722 - (DOM) recouvrement mécanique des boutures de canne";"723 - (DOM) épierrage fin";"724 - (DOM) épierrage grossier";"725 - (DOM) broyage des pierres";"810 - Récolte culture principale";"811 - (DOM) coupe mécanique de la canne";"812 - (DOM) chargement mécanique de la canne";"820 - Récolte culture dérobée";"910 - Entretien prairie - Fauche ou broyage des refus";"920 - Entretien prairie - Étaupinage";"930 - Entretien prairie - Ébousage";"940 - Entretien prairie - Émoussage";"950 - Entretien prairie - Autre entretien de prairie"
TYPMECA1;"Code Intervention mécanique simplifié 1";"1 - Travail superficiel < 8 cm ou broyage sans travail du sol";"2 - Travail superficiel du sol entre 8 et 15 cm";"3 - Travail profond du sol sans retournement (>15 cm)";"4 - Labour";"5 - Roulage";"6 - Semis/plantation";"7 - Autres opérations";"8 - Récolte";"9 - Entretien prairie"
TYPMECA2;"Code Intervention mécanique simplifié 2";"10 - Broyage sans travail du sol";"11 - Travail superficiel du sol < 8 cm - Déchaumeur";"12 - Travail superficiel du sol < 8 cm - Vibroculteur";"13 - Travail superficiel du sol < 8 cm - Herse";"14 - Travail superficiel du sol < 8 cm - Striptill";"15 - Travail superficiel du sol < 8 cm - Bineuse";"16 - Travail superficiel du sol < 8 cm - Sarcleuse";"17 - Travail superficiel du sol < 8 cm - Desherbineuse";"18 - Travail superficiel du sol < 8 cm - outil combiné désherbage mécanique et chimique";"19 - Travail superficiel du sol < 8 cm - Autres";"21 - Travail superficiel du sol entre 8 et 15 cm - Déchaumeur";"22 - Travail superficiel du sol entre 8 et 15 cm - Déchaumeur animé";"23 - Travail superficiel du sol entre 8 et 15 cm - Pulvériseur";"24 - Travail superficiel du sol entre 8 et 15 cm - Striptill";"25 - Travail superficiel du sol entre 8 et 15 cm - Cultivateur animé ou  herse animée";"26 - Travail superficiel du sol entre 8 et 15 cm - Autres";"31 - Travail profond du sol sans retournement (>15 cm) - Sous-soleuse";"32 - Travail profond du sol sans retournement (>15 cm) - Décompacteur";"33 - Travail profond du sol sans retournement (>15 cm) - Cultivateur lourd ou chisel";"34 - Travail profond du sol sans retournement (>15 cm) - Cultivateur léger";"35 - Travail profond du sol sans retournement (>15 cm) - Pulvériseur";"36 - Travail profond du sol sans retournement (>15 cm) - Rotobêche";"37 - Travail profond du sol sans retournement (>15 cm) - Autres";"41 - Labour - Charrue versoir";"42 - Labour - Charrue à disque";"43 - Labour - Autres";"51 - Roulage - Rouleau lisse";"52 - Roulage - Rouleau non lisse";"53 - Roulage - Autres";"61 - Semis/plantation culture principale";"62 - Semis couvert (intermédiaire ou dérobée)";"71 - Opérations spécifiques pomme de terre";"72 - Opérations spécifiques canne à sucre";"81 - Récolte culture principale";"82 - Récolte culture dérobée";"91 - Entretien prairie - fauche ou broyage des refus";"92 - Entretien prairie - étaupinage";"93 - Entretien prairie - ébousage";"94 - Entretien prairie - émoussage";"95 - Entretien prairie - autre entretien de prairie"



pkgc2011_prairies
"Table des données concernant directement la parcelle"

"Nom de la variable";Libellé;Modalités
Identifiantdossier;"Numéro d'identifiant";
ESPECE;"Culture enquêtée";"12 - Prairie temporaire";"13 - Prairie permanente"
ESPECEINI;"Culture enquêtée, code initial (maïs et prairie ont pu changer de code, soit modification entre 08 et 09 ou entre 12 et 13)";"12 - Prairie temporaire";"13 - Prairie permanente"
PACAGEILOT;"Numéro de PACAGE + Numéro de l'ilot";
PACAGE;"Numéro de PACAGE de l'exploitation";
SIRET;"Numéro SIRET de l’exploitation";
ID_RA;"Numéro d'identification au recensement agricole 2010";
SIRETRA;"Numéro SIRET de l’exploitation issu du recensement agricole 2010";
REG;"Région du siège de l'exploitation";"Code région - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEP;"Département de localisation de la parcelle";"Code département - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEPCOMP;"Code commune de l'exploitant";"Code commune - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
DEPEXPLOI;"Département de la commune de l'exploitation";"Code département - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
BIO;"Appartenance à la strate «bio»";"1 - Bio";"2 - MAE";"0 - Ni l'un ni l'autre"
ZONE;"Appartenance à la strate «zone vulnérable»";"1 - Zone vulnérable";"0 - Hors zone vulnérable"
SUPP;"Superficie de la parcelle";
